City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,qaqortoq,60.7167,-46.0333,5.38,98,100,1.42,GL,1725415842
279,am timan,11.0297,20.2827,22.45,94,100,2.66,TD,1725415844
280,oroqen zizhiqi,50.5667,123.7167,13.76,93,100,5.34,CN,1725415845
281,cabedelo,-6.9811,-34.8339,23.37,78,63,5.13,BR,1725415847
282,touros,-5.1989,-35.4608,22.75,81,49,5.13,BR,1725415848
283,crane,31.3974,-102.3501,20.23,86,94,5.49,US,1725415849
284,mufumbwe,-13.6833,24.8,10.27,50,0,2.3,ZM,1725415851
285,balsas,-7.5325,-46.0356,25.97,30,43,0.71,BR,1725415852
286,chegdomyn,51.1167,133.0167,21.07,54,100,5.48,RU,1725415853
287,koksan,38.7819,126.6664,25.76,63,8,1.58,KP,1725415855
288,tres arroyos,-38.3739,-60.2798,7.32,48,0,3.52,AR,1725415856
289,acapulco de juarez,16.8634,-99.8901,29.9,66,75,0.0,MX,1725415857
290,valparaiso,-33.0393,-71.6273,11.8,76,0,1.54,CL,1725415858
291,qarqaraly,49.4058,75.4742,13.14,38,77,6.27,KZ,1725415859
292,tromso,69.6496,18.957,15.01,67,100,5.66,NO,1725415861
293,ji'an,27.1172,114.9793,31.48,71,0,2.28,CN,1725415862
294,kapa'a,22.0752,-159.319,29.18,67,0,5.14,US,1725415863
295,tazovsky,67.4667,78.7,5.7,72,100,5.43,RU,1725415864
296,carutapera,-1.195,-46.02,25.51,81,7,2.7,BR,1725415865
297,basyayla,36.7534,32.6802,16.14,65,0,3.92,TR,1725415867
298,shakhun'ya,57.6758,46.6114,6.02,96,1,2.74,RU,1725415868
299,wenshui,28.4506,106.5267,28.29,52,0,3.26,CN,1725415870
300,novyy urengoy,66.0833,76.6333,5.96,82,100,6.26,RU,1725415871
301,paita,-5.0892,-81.1144,16.8,86,0,6.58,PE,1725415873
302,namsos,64.4662,11.4957,13.95,88,40,3.09,NO,1725415876
303,urangan,-25.3,152.9,21.04,57,0,8.36,AU,1725415878
304,mar del plata,-38.0023,-57.5575,8.94,75,0,2.57,AR,1725415879
305,prado,-17.3411,-39.2208,22.54,82,4,4.16,BR,1725415881
306,shanwei,22.782,115.3475,30.42,64,93,2.88,CN,1725415882
307,cafayate,-26.073,-65.9761,11.97,53,0,2.29,AR,1725415884
308,mohr,54.3528,9.7167,18.87,93,83,1.54,DE,1725415886
309,mertola,37.6592,-7.6643,16.42,78,0,4.3,PT,1725415889
310,port douglas,-16.4833,145.4667,24.52,75,21,8.7,AU,1725415891
311,cidreira,-30.1811,-50.2056,14.91,88,0,1.56,BR,1725415894
312,as sulayyil,20.4607,45.5779,29.48,20,54,3.12,SA,1725415895
313,ivano-frankove,49.9167,23.7333,16.37,50,44,2.45,UA,1725415897
314,yelizovo,53.1873,158.3805,16.08,51,75,6.0,RU,1725415898
315,rehoboth,-23.3167,17.0833,13.1,20,80,1.97,NA,1725415900
316,lautoka,-17.6167,177.4667,26.92,54,40,8.23,FJ,1725415904
317,charters towers,-20.1,146.2667,26.81,40,20,8.85,AU,1725415906
318,le port,-20.9373,55.2919,20.98,76,1,2.75,RE,1725415907
319,gummi,12.1436,5.1081,23.57,91,100,3.58,NG,1725415908
320,kenora,49.8167,-94.4337,23.21,69,7,4.02,CA,1725415909
321,shambu,9.5667,37.1,9.75,88,20,0.84,ET,1725415911
322,mount isa,-20.7333,139.5,29.87,26,0,7.72,AU,1725415912
323,nyurba,63.2842,118.3319,12.05,57,100,1.59,RU,1725415913
324,kayyerkan,69.3786,87.7439,4.06,79,99,6.29,RU,1725415914
325,ugoofaaru,5.6667,73.0,28.05,77,91,6.77,MV,1725415915
326,santa cruz,-17.8,-63.1667,24.7,53,0,2.57,BO,1725415917
327,northam,51.0333,-4.2167,15.9,89,91,4.9,GB,1725415918
328,carmo,-21.9336,-42.6086,20.57,81,0,1.11,BR,1725415920
329,bondo,3.8146,23.6866,21.06,99,100,1.44,CD,1725415921
330,pitimbu,-7.4706,-34.8086,24.04,74,96,5.76,BR,1725415922
331,panacan,9.2463,118.4082,29.45,71,100,5.21,PH,1725415923
332,chonchi,-42.6128,-73.8092,6.18,92,74,2.07,CL,1725415925
333,chernyshevskiy,63.0128,112.4714,7.09,92,100,3.2,RU,1725415926
334,palu,-0.8917,119.8707,32.79,56,36,1.29,ID,1725415927
335,taroa,8.7058,171.2275,28.68,78,24,8.69,MH,1725415928
336,roma,43.2128,-75.4557,13.39,90,0,0.89,US,1725415711
337,luwuk,-0.9516,122.7875,27.83,67,70,2.51,ID,1725415931
338,callao,-12.0667,-77.15,16.51,88,100,4.63,PE,1725415932
339,tinogasta,-28.0632,-67.5649,11.94,34,0,0.83,AR,1725415933
340,irtyshsk,53.3333,75.4572,11.76,89,100,4.05,KZ,1725415934
341,faya-largeau,17.9257,19.1043,27.85,66,84,3.25,TD,1725415936
342,dzilam gonzalez,21.2833,-88.9333,23.13,100,100,2.16,MX,1725415937
343,fort mcmurray,56.7268,-111.381,12.41,87,100,4.0,CA,1725415938
344,noshiro,40.2039,140.0242,27.8,40,0,2.08,JP,1725415939
345,muzaffarabad,34.37,73.4711,22.38,73,0,1.33,PK,1725415941
346,tenenkou,14.4572,-4.9169,27.12,74,95,4.4,ML,1725415942
347,itaueira,-7.6033,-43.0256,25.66,25,4,3.0,BR,1725415943
348,polyarnyy,69.1989,33.4478,11.06,79,0,6.55,RU,1725415944
349,osh,40.5151,72.8083,20.2,14,0,1.88,KG,1725415946
350,berezovo,63.9381,65.0419,5.12,89,62,3.17,RU,1725415947
351,viqueque,-8.8673,126.3658,30.33,52,0,3.84,TL,1725415949
352,verkhnevilyuysk,63.4453,120.3167,11.99,55,100,2.54,RU,1725415950
353,pantai remis,4.4557,100.6288,28.14,78,51,2.2,MY,1725415951
354,kruisfontein,-34.0033,24.7314,12.86,80,100,2.7,ZA,1725415952
355,san luis de la loma,17.2706,-100.8939,27.59,78,100,0.91,MX,1725415953
356,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,51,75,6.0,RU,1725415955
357,belaya glina,46.07,40.86,20.51,68,79,3.19,RU,1725415956
358,mianwali,32.5741,71.5264,27.71,72,0,0.45,PK,1725415957
359,vibo valentia,38.6996,16.1274,21.33,76,8,1.94,IT,1725415958
360,talnakh,69.4865,88.3972,4.94,66,98,6.17,RU,1725415960
361,savanna-la-mar,18.219,-78.1332,26.07,89,8,0.25,JM,1725415962
362,queenstown,-31.8976,26.8753,16.96,24,100,2.66,ZA,1725415963
363,dakhla,23.6848,-15.958,19.68,95,17,8.65,EH,1725415965
364,uyskoye,54.3775,60.0047,6.47,95,9,3.42,RU,1725415966
365,constantia,44.1833,28.65,21.5,84,0,4.32,RO,1725415968
366,mont-laurier,46.5501,-75.4993,14.36,72,95,1.6,CA,1725415969
367,lagoa,39.05,-27.9833,21.72,64,48,5.84,PT,1725415970
368,saskatoon,52.1168,-106.6345,23.42,47,80,5.36,CA,1725415818
369,pangoa,-12.1167,-73.0,22.83,59,0,1.39,PE,1725415973
370,eydhafushi,5.1033,73.0708,27.5,80,99,5.96,MV,1725415974
371,balaipungut,1.05,101.2833,27.43,86,99,0.22,ID,1725415975
372,barra de santo antonio,-9.4047,-35.5072,23.51,73,97,3.78,BR,1725415976
373,klaksvik,62.2266,-6.589,9.92,92,95,6.27,FO,1725415977
374,harstad,68.799,16.5293,14.53,96,99,9.83,NO,1725415979
375,rabaul,-4.1967,152.1721,25.47,89,100,4.89,PG,1725415980
376,maridi,4.9158,29.4742,19.07,95,9,0.5,SS,1725415981
377,champerico,14.3,-91.9167,26.54,88,99,3.67,GT,1725415982
378,jiwani,25.05,61.7417,27.22,76,96,1.83,PK,1725415983
379,baiyin,36.5583,104.2081,12.73,76,100,10.64,CN,1725415985
380,nagqu,31.5,92.0,7.2,84,100,1.44,CN,1725415986
381,onguday,50.75,86.15,9.13,64,100,2.11,RU,1725415987
382,bunia,1.5667,30.25,17.16,91,10,0.76,CD,1725415988
383,bhongir,17.5108,78.8889,23.68,88,100,6.83,IN,1725415989
384,namibe,-15.1961,12.1522,18.46,84,0,3.57,AO,1725415991
385,lubango,-14.9172,13.4925,14.87,24,0,2.68,AO,1725415992
386,nar'yan-mar,67.6713,53.087,9.02,95,99,2.91,RU,1725415993
387,seaside,36.6111,-121.8516,19.38,87,0,3.6,US,1725415994
388,rio grande,-32.035,-52.0986,13.64,89,19,4.29,BR,1725415996
389,holly springs,35.6513,-78.8336,19.49,74,90,0.45,US,1725415999
390,enshi,30.3,109.4833,30.82,68,1,0.69,CN,1725416000
391,helston,50.1032,-5.2705,14.11,94,100,1.54,GB,1725416001
392,progreso,21.2833,-89.6667,26.09,95,100,5.99,MX,1725416002
393,mosjoen,65.836,13.1908,14.29,88,100,0.0,NO,1725416003
394,comodoro rivadavia,-45.8667,-67.5,10.92,43,0,12.35,AR,1725416005
395,shubarshi,48.5872,57.1869,18.96,37,100,2.94,KZ,1725416006
396,wajir,1.7471,40.0573,23.48,70,64,6.46,KE,1725416008
397,palmer,42.1584,-72.3287,14.13,71,0,0.0,US,1725416010
398,newcastle,-32.9272,151.7765,22.03,43,0,5.66,AU,1725416011
399,honnali,14.25,75.6667,22.29,90,100,5.19,IN,1725416012
400,laibin,23.7,109.2667,31.52,67,96,1.5,CN,1725416014
401,zima,53.9202,102.0442,11.16,65,15,2.63,RU,1725416016
402,severnoye,56.3491,78.3619,9.37,95,100,2.8,RU,1725416017
403,xuddur,4.1213,43.8894,21.47,69,42,8.3,SO,1725416018
404,inhambane,-23.865,35.3833,18.49,71,0,3.27,MZ,1725416019
405,saint-philippe,-21.3585,55.7679,21.28,85,37,6.43,RE,1725416022
406,kas,36.2018,29.6377,26.08,61,0,2.0,TR,1725416023
407,nemuro,43.3236,145.575,19.71,75,0,3.5,JP,1725416024
408,grande prairie,55.1667,-118.8027,18.06,40,100,2.62,CA,1725415989
409,kununurra,-15.7667,128.7333,32.99,43,0,2.57,AU,1725416027
410,ewo,-0.8725,14.8206,23.32,85,64,0.77,CG,1725416028
411,laguna,38.421,-121.4238,36.1,20,0,4.63,US,1725416031
412,san antonio de pale,-1.4014,5.6325,23.85,85,100,5.75,GQ,1725416032
413,turkmenbasy,40.0222,52.9552,19.43,13,0,3.09,TM,1725416033
414,linxia chengguanzhen,35.6003,103.2064,13.09,86,100,2.47,CN,1725416036
415,yeed,4.55,43.0333,23.78,58,20,8.69,SO,1725416037
416,takoradi,4.8845,-1.7554,22.94,93,100,3.57,GH,1725416038
417,zaltan,32.947,11.8665,27.26,75,0,1.36,LY,1725416039
418,sumenep,-7.0167,113.8667,29.56,58,52,5.53,ID,1725416040
419,pingliang,35.5392,106.6861,18.45,77,100,6.07,CN,1725416042
420,santa ana,33.7456,-117.8678,29.95,59,0,3.09,US,1725415738
421,pucheng,27.9233,118.5333,31.66,63,1,1.41,CN,1725416044
422,zuera,41.8677,-0.7898,18.93,88,100,4.38,ES,1725416045
423,deder,9.3167,41.45,13.49,84,38,2.78,ET,1725416046
424,castillos,-34.1667,-53.8333,8.18,91,90,1.01,UY,1725416047
425,arkhangel'sk,64.5401,40.5433,15.06,88,75,2.0,RU,1725416049
426,nortelandia,-14.4547,-56.8028,25.91,28,0,1.41,BR,1725416050
427,poronaysk,49.2167,143.1167,24.62,55,59,5.23,RU,1725416051
428,vilyuchinsk,52.9306,158.4028,16.15,64,91,6.3,RU,1725416052
429,fortaleza,-3.7227,-38.5247,26.23,69,0,6.69,BR,1725416053
430,santa eulalia,-11.85,-76.6833,15.29,43,2,0.41,PE,1725416055
431,bolekhiv,49.0661,23.8643,15.23,52,3,1.21,UA,1725416056
432,yampil',51.95,33.7833,16.21,38,98,3.82,UA,1725416057
433,taksimo,56.3444,114.8794,12.09,47,48,1.54,RU,1725416058
434,valle hermoso,25.6667,-97.8333,30.19,69,100,5.2,MX,1725416059
435,selfoss,63.9331,-20.9971,3.91,83,23,0.39,IS,1725416061
436,tapes,-30.6733,-51.3958,14.04,90,1,1.65,BR,1725416062
437,mahina,-17.5065,-149.489,23.69,81,25,10.87,PF,1725416063
438,estrela,-28.0611,-50.9383,13.86,94,0,0.91,BR,1725416064
439,waddan,29.1614,16.139,29.13,45,6,5.24,LY,1725416065
440,kuantan,3.8077,103.326,27.61,76,100,2.18,MY,1725416067
441,at taj,24.2049,23.2857,30.41,24,1,3.75,LY,1725416068
442,ghat,24.9647,10.1728,31.04,37,4,1.04,LY,1725416069
443,eyl,7.9803,49.8164,24.51,69,58,10.45,SO,1725416070
444,vail,32.0479,-110.712,32.73,23,0,0.89,US,1725416074
445,catbalogan,11.85,124.9167,29.38,68,100,2.65,PH,1725416075
446,xylokastro,38.0776,22.6317,23.33,53,13,0.89,GR,1725416077
447,pangkalanbuun,-2.6833,111.6167,31.35,57,48,1.6,ID,1725416078
448,kupwara,34.0306,74.2642,9.89,79,91,0.86,IN,1725416080
449,rio de janeiro,-22.9028,-43.2075,21.98,88,0,4.12,BR,1725415802
450,catumbela,-12.4314,13.5472,20.82,90,1,1.6,AO,1725416082
451,bakchar,57.0186,82.0711,8.55,97,100,2.89,RU,1725416083
452,khandud,36.9513,72.318,12.11,39,0,2.09,AF,1725416084
453,puerto carreno,6.189,-67.4859,25.77,87,100,2.74,CO,1725416086
454,puyang chengguanzhen,35.7028,115.0053,28.07,59,27,5.0,CN,1725416087
455,arraial do cabo,-22.9661,-42.0278,21.06,85,0,4.29,BR,1725416088
456,turner,44.2565,-70.2562,12.41,86,5,0.45,US,1725416089
457,robbah,33.2797,6.9098,31.52,32,65,4.62,DZ,1725416090
458,sandikli,38.4647,30.2695,17.61,71,0,1.98,TR,1725416091
459,hovd,48.0056,91.6419,13.27,33,3,1.86,MN,1725416093
460,bel ombre,-4.6167,55.4167,25.25,88,100,9.0,SC,1725416094
461,shahba,32.8551,36.629,17.41,89,25,4.99,SY,1725416095
462,bealanana,-14.55,48.7333,15.26,98,100,1.28,MG,1725416096
463,grand falls-windsor,48.9332,-55.6649,11.39,80,4,3.81,CA,1725416097
464,kimbe,-5.5502,150.1429,26.31,85,100,1.95,PG,1725416098
465,san antonio del monte,13.7164,-89.7383,24.3,94,100,0.87,SV,1725416100
466,vernon,50.2581,-119.2691,26.36,57,4,0.45,CA,1725416101
467,sosnovo-ozerskoye,52.5249,111.5418,11.9,50,4,4.92,RU,1725416102
468,uturoa,-16.7333,-151.4333,25.32,76,99,9.83,PF,1725416103
469,adam,22.3756,57.5233,25.89,76,7,3.6,OM,1725416104
470,isna,25.2934,32.554,31.92,27,0,4.06,EG,1725416106
471,maua,-23.6678,-46.4614,23.53,56,3,1.88,BR,1725416107
472,anshun,26.25,105.9333,23.51,74,16,2.55,CN,1725416108
473,awjilah,29.1081,21.2869,26.41,50,0,3.33,LY,1725416109
474,santa elena de uairen,4.6167,-61.1333,19.71,90,99,1.6,VE,1725416110
475,kem',64.9555,34.5793,11.89,79,0,2.85,RU,1725416112
476,hankasalmi,62.3833,26.4333,14.39,95,100,0.33,FI,1725416113
477,antofagasta,-23.65,-70.4,14.6,85,59,3.82,CL,1725416114
478,berezovyy,51.6667,135.7,25.06,44,98,4.26,RU,1725416115
479,levuka,50.1834,-105.4011,26.17,35,85,6.1,CA,1725416116
480,tutoia,-2.7619,-42.2744,25.89,82,4,5.09,BR,1725416117
481,vadso,70.0744,29.7487,14.09,88,20,5.66,NO,1725416119
482,deutschlandsberg,46.8153,15.2222,17.73,65,16,2.05,AT,1725416120
483,tual,-5.6667,132.75,24.22,96,100,2.93,ID,1725416121
484,gagliano del capo,39.8442,18.3695,25.6,77,23,0.35,IT,1725416122
485,leava,-14.3,-178.1667,25.59,75,43,8.99,WF,1725416123
486,praia,14.9215,-23.5087,27.3,78,75,5.66,CV,1725416124
487,ust'-dzheguta,44.0834,41.9763,17.31,81,5,1.63,RU,1725416126
488,karauli,26.5,77.0167,27.59,83,100,2.26,IN,1725416127
489,sitka,57.0531,-135.33,12.94,94,100,1.54,US,1725416128
490,parkes,-33.1333,148.1833,20.75,28,10,1.34,AU,1725416129
491,pishin,30.5803,66.9961,23.92,45,6,0.69,PK,1725416130
492,keflavik,64.0049,-22.5624,5.24,93,75,1.03,IS,1725416131
493,ponta delgada,37.7333,-25.6667,21.4,73,40,4.12,PT,1725416133
494,ketchikan,55.3422,-131.6461,14.08,76,100,1.25,US,1725416134
495,buka,40.8108,69.1986,17.88,19,0,0.89,UZ,1725416135
496,ballerup,55.7317,12.3633,19.04,92,23,4.24,DK,1725416136
497,sungailiat,-1.85,106.1333,28.95,67,69,5.59,ID,1725416138
498,el calafate,-50.3408,-72.2768,1.16,68,11,4.22,AR,1725416139
499,kolokani,13.5728,-8.0339,23.19,93,99,3.93,ML,1725416140
500,sao joao da barra,-21.6403,-41.0511,21.76,87,1,2.31,BR,1725416141
501,timbuktu,16.7735,-3.0074,29.09,62,98,3.19,ML,1725416142
502,tralee,52.2704,-9.7026,12.51,69,100,4.85,IE,1725416143
503,san francisco del rincon,21.0167,-101.85,19.8,81,100,3.38,MX,1725416145
504,taltal,-25.4,-70.4833,15.43,78,3,1.04,CL,1725416146
505,pathanamthitta,9.2667,76.7833,23.81,93,51,0.99,IN,1725416147
506,kiunga,-6.1219,141.2906,24.38,90,100,1.85,PG,1725416148
507,charlestown,-32.95,151.6667,20.96,48,7,1.79,AU,1725416149
508,vorkuta,67.5,64.0,3.07,82,13,1.92,RU,1725416151
509,egilsstadir,65.2653,-14.3948,4.69,84,42,1.51,IS,1725416152
510,agat village,13.3886,144.6585,31.52,83,75,4.12,GU,1725416153
511,ta`u,-14.2336,-169.5144,26.23,77,11,7.16,AS,1725416154
512,kolonia,50.9333,6.95,19.97,87,75,1.03,DE,1725416155
513,kindu,-2.95,25.95,21.9,87,72,0.39,CD,1725416157
514,palangkaraya,-2.2,113.8333,29.41,69,97,0.16,ID,1725416158
515,daru,-9.0763,143.2092,27.18,67,92,6.5,PG,1725416159
516,quellon,-43.1167,-73.6167,6.35,79,70,5.85,CL,1725416160
517,gazojak,41.1875,61.4036,17.58,21,0,4.47,TM,1725416161
518,yarmouth,41.7057,-70.2286,17.77,72,0,1.79,US,1725416162
519,bull savanna,17.8868,-77.5902,26.9,80,2,2.06,JM,1725416164
520,ar rutbah,33.0381,40.2848,23.76,45,0,3.34,IQ,1725416165
521,zhumysker,49.3333,49.4,20.34,23,100,2.67,KZ,1725416166
522,mersrags,57.3354,23.1246,18.32,88,96,2.21,LV,1725416167
523,undurkhaan,47.3194,110.6556,12.43,58,100,4.5,MN,1725416169
524,bathsheba,13.2167,-59.5167,28.49,77,16,6.89,BB,1725416170
525,turpan,42.9333,89.1667,22.59,25,0,2.02,CN,1725416171
526,yulinshi,38.2906,109.7494,23.02,76,100,0.16,CN,1725416172
527,panaba,21.2833,-88.2667,24.03,91,100,2.4,MX,1725416173
528,coquimbo,-29.9533,-71.3436,10.85,88,0,2.06,CL,1725416174
529,saldanha,-33.0117,17.9442,13.81,88,100,2.33,ZA,1725416176
530,crucecita,-28.95,-58.9833,17.75,73,0,5.11,AR,1725416177
531,howard springs,-12.497,131.047,32.71,59,16,4.7,AU,1725416178
532,victoria point,-27.5833,153.3,21.81,60,100,2.24,AU,1725416179
533,coahuayana de hidalgo,18.7,-103.6583,26.59,83,99,0.06,MX,1725416180
534,east london,-33.0153,27.9116,18.39,70,100,3.05,ZA,1725416181
535,dhuusamarreeb,5.535,46.3861,23.14,73,40,8.97,SO,1725416183
536,barcelos,41.5388,-8.6151,12.32,89,0,2.16,PT,1725416185
537,n'zeto,-7.2312,12.8666,21.13,94,25,2.89,AO,1725416186
538,mananjary,-21.2167,48.3333,18.82,94,100,3.46,MG,1725416187
539,okoneshnikovo,54.8377,75.0834,10.44,93,100,3.36,RU,1725416188
540,shibetsu,43.659,145.132,22.75,70,0,4.29,JP,1725416190
541,villa emilio carranza,19.9667,-96.6,28.09,80,58,2.17,MX,1725416191
542,jayapura,-2.5333,140.7,31.66,83,13,1.04,ID,1725416192
543,zabol,32.25,67.25,20.13,16,0,2.8,AF,1725416193
544,madiun,-7.6298,111.5239,31.36,47,34,2.6,ID,1725416194
545,baghlan,35.75,69.0,15.26,27,0,2.19,AF,1725416195
546,nouadhibou,20.931,-17.0347,19.99,94,5,7.72,MR,1725416199
547,sola,-13.8833,167.55,25.55,68,100,9.53,VU,1725416200
548,gebeit,21.0667,36.3167,28.07,36,68,2.09,SD,1725416201
549,sakhipur,24.3,90.1833,29.16,75,31,2.01,BD,1725416203
550,taguatinga,-12.3857,-46.5711,24.97,24,3,2.14,BR,1725416172
551,qina,26.1642,32.7267,31.15,32,0,2.74,EG,1725416205
552,saidpur,25.7777,88.8917,26.7,85,100,0.45,BD,1725416206
553,port saint john's,-31.6229,29.5448,20.24,64,100,3.12,ZA,1725416207
554,gua musang,4.8823,101.9644,26.81,84,100,0.51,MY,1725416209
555,stillwater,36.1156,-97.0584,24.15,70,0,3.6,US,1725416210
556,ambato boeny,-16.4667,46.7167,20.09,81,16,1.15,MG,1725416211
557,lilongwe,-13.9669,33.7873,14.29,63,0,2.59,MW,1725416212
